1,601588
2,322817
3,129266
4,46883
5,17613
6,6935
7,2963
8,1341
9,668
10,369
11,195
12,112
13,86
14,54
15,48
16,24
18,21
17,13
20,13
19,9
22,6
25,6
21,5
26,3
31,3
28,2
23,1
24,1
27,1
35,1
40,1
47,1
126,1
